lat,lon
49.00620683,15.19557008
49.07222236,15.33838997
49.10103869,15.32875908
49.11524519,15.27700733
49.06389992,15.18721239
49.08358894,15.16605347
49.05712444,15.24111081
49.05332225,15.21198319
49.15157517,13.70386842
49.14224475,13.66411817
49.05429333,13.63352286
49.0207135,14.06296397
49.08449675,15.23695775
49.02776294,15.19365653
48.94400544,13.79921811
49.00515692,13.70322056
49.01591611,13.85039881
49.07511694,13.93807344
48.94266511,14.08955542
49.08260464,14.01845933
48.96415528,13.70799908
48.94689878,14.04998917
48.98602442,14.09715883
48.96747253,13.93540969
48.99034425,13.97103231
48.93618253,13.82104764
49.01336183,13.78740867
48.96774008,14.01095067
48.97263597,13.74373667
49.00136608,13.75339133
48.92883011,13.74645317
48.99576683,13.86753067
49.01642,15.26817464
49.04650139,15.27229483
49.09789144,14.44373672
48.61787031,14.28596458
48.63684867,14.32588756
48.694382,14.22153781
49.15960639,14.39926486
49.12946486,14.39538419
49.06662689,14.46270769
49.09594964,14.41990869
49.08924458,14.57110156
49.12378517,14.42956353
49.11821525,14.53348503
49.53691003,14.85963519
49.25448667,18.14615594
49.44474708,17.93708039
49.50899783,18.10342064
49.51479817,18.13204825
49.51329322,18.15474
49.49884211,18.13407408
49.40510217,18.23080069
49.38734642,18.12497967
49.43583917,18.34206578
49.40364906,18.31800297
49.3944965,18.35221489
49.36177664,18.3736265
49.35040919,18.40142294
49.34938739,18.10069947
49.30672808,18.18510775
49.30308667,18.16940325
49.32520197,18.0776495
49.26766264,18.12456908
49.27733683,18.16209558
49.25227556,18.04843931
49.22345744,17.98655544
49.33128264,17.88419169
49.31752706,17.91950292
49.38320978,18.07382967
49.35522631,18.11136539
49.23172047,18.06650194
49.15790119,17.58129653
49.19788044,17.63114825
49.10430367,17.99653733
49.08749975,18.10078275
49.03680333,18.05961092
49.03697581,18.00136661
49.03685875,18.017395
49.20126014,17.93711597
49.03889106,17.95463117
49.43815917,16.49788908
49.57354725,16.535486
49.55583631,16.49081719
49.58603217,16.62729689
49.41835111,16.77766633
49.43888958,16.75931094
49.40276556,16.69301861
49.06589694,16.69286872
48.98138067,16.5561985
48.85318353,16.45335597
49.06824317,16.39692708
49.38171925,16.40516369
49.24913633,16.3775155
49.24670647,16.27120906
49.17401414,16.23898019
49.20479092,16.31046731
49.20265183,16.45080258
48.98520469,16.65963036
48.95741708,16.51617369
48.83451333,16.67144717
48.83548069,16.71290764
48.81049217,16.72413956
48.76752553,16.86845486
48.75324739,16.8385845
48.73107456,16.83584056
48.76861792,17.03652214
48.78705269,17.0634535
48.95132633,17.21017525
48.96569072,17.25897783
48.92852278,17.23907758
48.98285033,17.33416553
48.89401994,17.26655981
48.87360225,17.55524808
48.82911494,17.54600108
48.89787161,17.55694117
49.06433275,17.15225058
49.05749428,16.86177439
49.30592811,16.85214442
49.31408789,16.87610242
49.27719219,16.93037981
49.26267936,16.89786819
49.25063117,16.85639428
49.14201119,17.10357506
49.10763539,17.10566731
49.05543886,16.38910114
49.03694981,16.38683411
48.96163733,15.69255842
48.91201128,15.578506
48.90876839,15.66864369
48.90363375,15.70312944
48.9282365,15.77174872
48.92504139,15.90906589
48.92861428,15.98533389
49.0029185,16.17115294
49.01639883,16.201314
48.82443292,16.31019978
48.82895044,16.35709461
48.86039206,16.09274022
48.7845605,16.30516392
50.04853733,12.62267086
50.02026028,12.64932292
50.05306658,12.69652681
50.034493,12.69112414
50.02621456,12.66779908
50.01070692,12.68146231
50.03574656,12.58021019
50.02865267,12.59821611
49.90967692,12.55480033
49.93166667,12.70388889
50.02191397,12.71611092
49.98638669,12.65126064
50.00040153,12.67659356
49.98947519,12.72006786
49.98037147,12.69662472
49.97964444,12.7807795
49.96369292,12.76341958
49.95689192,12.80838792
49.96827806,12.89400903
49.96345447,12.87282422
49.96531197,12.95806411
49.95359742,12.95595486
49.98390244,12.89629981
50.00838686,12.92094169
50.27487361,12.19938194
50.26366956,12.20939631
50.25262594,12.23349961
50.2312685,12.24841461
50.20713711,12.24639689
50.20999272,12.27798233
50.19893708,12.26740297
50.3129645,12.12462747
50.26545147,12.16044739
50.28295436,12.37277611
50.23772306,12.33632331
50.20373758,12.33154192
50.17995814,12.33172322
50.19771619,12.35873742
50.13550886,12.21071172
50.18993686,12.21061728
50.11372722,12.22018822
50.10378394,12.29727328
50.014305,12.40845767
49.99892675,12.46120019
50.02026789,12.50287111
50.0081235,12.50743453
49.97940867,12.53382261
49.95558553,12.54523431
49.93794297,12.54573836
50.17090775,12.23443039
50.15488708,12.21872553
50.26424925,12.43729533
50.09348617,12.48812369
50.24216961,12.45566414
50.236708,12.46503239
50.39139386,12.59234897
50.21004253,12.47991708
50.11408794,12.67916061
50.13099217,12.71526778
50.11303522,12.70370269
50.17536339,12.81684614
50.16007644,12.8365495
50.09032158,12.68462278
50.06422606,12.67260903
50.06749522,12.82559528
50.08685964,12.64412411
50.07666028,12.74176653
50.08593328,12.55652617
50.10148911,12.57888272
50.09349922,12.61018314
50.15356244,12.67657436
50.12368636,12.608389
50.11555011,12.62842981
50.13315783,12.66733347
50.12478075,12.65371161
50.292379,12.41657014
50.27506778,12.42660353
50.36065456,12.49671733
50.39827617,12.566929
50.37396531,12.52600153
49.88953553,15.75116897
50.39567553,12.60393211
50.21871006,12.59745606
50.2608,12.46616272
50.25928714,12.49618564
50.24049136,12.49907544
50.24588142,12.52854439
50.23215953,12.50973103
50.2124525,12.50362167
50.33654806,12.53871333
50.335303,12.56409128
50.31856611,12.55462336
50.34785008,12.572011
50.33118769,12.58333022
50.3516165,12.58714514
50.35088183,12.60611497
50.33378014,12.44687047
50.31390197,12.46033714
50.29888997,12.45702572
50.28988978,12.46991758
50.27480075,12.49448697
50.28357894,12.52580708
50.3871535,12.80845481
50.27746372,12.530967
50.27088639,12.53913189
50.29986883,12.55250811
50.31081758,12.57992308
50.28099078,12.5608845
50.29637769,12.59527911
50.30209194,12.60551119
50.27182217,12.57963392
50.24618108,12.56630425
50.27573383,12.63671058
50.24773314,12.61007439
50.23641761,12.5572415
50.22375131,12.5713945
50.19576147,12.56686539
50.15705842,12.50940064
50.13976175,12.55042542
50.11449769,12.54999308
50.12029483,12.56569044
50.12529442,12.57791367
50.39719261,12.62991719
50.39952353,12.64721292
50.26567608,12.64840217
50.28318553,12.67612108
50.27770081,12.66814342
50.27065444,12.66833014
50.35002844,12.61791003
50.21066667,12.93238161
50.18441444,12.86477267
50.11401494,12.88505211
50.23353297,12.92067697
50.22286856,12.97129856
50.15495589,12.92559342
50.18210736,12.954246
50.15831839,12.95502486
50.13088072,12.91381867
50.12192658,13.11296925
50.01422917,13.04575089
50.02315267,13.06850306
50.02338869,13.18862394
50.08790244,13.25485583
50.09702228,13.27759117
50.01423775,13.00203261
49.98883828,12.99753794
50.08905892,12.85575269
50.08261853,12.88492369
50.11030561,12.91703636
50.12604386,13.03182411
50.08612564,12.99147972
50.059975,13.05196942
50.0688815,13.06789642
50.10650006,13.09319392
50.07847264,13.07719639
50.05446836,12.8319695
50.05980975,12.85287553
49.97762569,12.97430108
50.020758,12.93511986
50.04693661,12.97419808
50.07262447,12.86497319
50.40231597,12.95137767
50.41447742,12.75224583
50.40593256,12.72393131
50.396029,12.74034569
50.40829497,12.77424042
50.40355206,12.79824672
50.41651778,12.79681689
50.45731672,12.82177931
50.42935753,12.89092278
50.41883733,12.86684219
50.42105703,12.90830442
50.35507764,12.827039
50.35234811,12.87039725
50.38139508,13.01128708
50.37812331,12.99435572
50.37356461,13.02783047
50.35166814,12.91219592
50.36657575,12.96080267
50.34747111,12.88724772
50.27997333,12.96628847
50.26663733,12.97456544
50.32016383,12.79830453
50.32606694,12.87821228
50.27745575,12.87252367
50.26283564,12.83834353
50.36380717,12.76894478
50.34867178,12.79347081
50.34818808,12.81563086
50.32785689,12.81820928
50.32559247,12.84939472
50.29198378,12.77089925
50.27975303,12.78762706
50.37418614,13.04785544
50.37290131,13.08707314
50.35413547,13.03901456
49.71074622,15.95985086
49.87185706,15.68469247
49.80717692,15.83276947
49.91934158,15.5754925
49.88951575,15.59835244
49.87037967,15.65438372
49.91655136,15.63475744
49.93436439,15.67693558
49.91437886,15.65839778
49.88248806,15.69178058
49.81959836,15.70674733
49.80555264,15.69933956
49.78602333,15.75176347
49.76431106,15.77952861
49.81629892,15.86845181
49.86667564,15.60062683
49.844588,15.60902239
49.81614981,15.63253719
49.82954956,15.66062708
49.81362633,16.01025733
50.06631736,15.47566325
50.06219839,15.52727003
49.99907131,15.46562511
49.978675,15.58260419
49.81737947,16.53002975
49.78517908,16.58159822
49.76271117,16.58915183
49.73388269,16.57854214
49.71418333,16.60344961
49.71580808,16.53748297
49.83770017,16.66640767
49.79846253,16.75402819
49.73373692,16.67378361
49.74322122,16.76016486
49.74640567,16.80335039
49.71354667,16.68995236
49.65003739,16.65799383
49.63464611,16.59739508
49.65402861,16.77214519
49.68757178,16.81068825
49.68644517,16.83466469
49.64547889,16.80518147
49.80660789,16.39604803
49.84065142,16.42058478
49.7915135,16.44618475
49.77313108,16.68969436
49.71221144,16.40726889
49.67529758,16.41934078
49.63090211,16.44317117
49.62926303,16.50739236
49.84865572,16.43979656
49.76351361,16.29414225
49.73435125,16.09858269
50.06205642,16.77535011
50.05758378,16.79171056
50.14451253,16.82430142
50.17656658,16.85684447
50.01858544,16.76252625
50.04599547,16.80369789
49.86227308,16.71974297
49.90330861,16.68429361
49.88413608,16.73637142
49.91037678,16.73520242
49.85984333,16.54261694
49.834164,16.5571595
50.01921619,16.70502669
49.95480317,16.64568089
49.94404081,16.66950689
49.91740297,16.66086503
50.08354292,16.6379095
50.08352486,16.67599353
50.0511155,16.65817356
50.07612044,16.58481722
50.01696442,16.51002072
49.96792242,16.56779444
49.91408528,16.49086342
49.89062317,16.51749014
49.89332472,16.53231858
50.02294847,16.40952733
49.99277475,16.42557253
49.98554922,16.46027667
49.92779181,16.48235236
49.91319722,16.41036244
49.566452,13.13456233
49.57205461,13.15371872
49.30494953,13.03390708
49.31661617,13.08724017
49.49086289,13.13897881
49.46144856,13.15263878
49.53920553,12.66323117
49.50387333,12.65252575
49.46304492,12.70873592
49.38529506,13.112292
49.42915956,12.78172939
49.40169856,12.76758531
49.40498692,12.80564214
49.35890483,12.82730778
49.37330125,12.91333014
49.36704769,12.97938475
49.46350314,13.08695383
49.57719917,12.63619217
49.56730256,12.66065164
49.57203578,12.67516389
49.59527406,12.62822339
49.62112492,12.74339403
49.61610797,13.02691022
49.14339981,13.18350856
49.14366944,13.19912847
49.20234944,13.29032781
49.67260444,13.57280106
49.257523,13.25987744
49.28248497,13.35993772
49.25446944,13.39183625
49.19850956,13.40722292
49.14593936,13.46915233
49.18895967,13.47291442
49.16394308,13.59416908
49.15034397,13.59200614
49.13999022,13.62842567
49.16496119,13.65942911
49.27130153,13.57317889
49.47424831,13.2297
49.51290917,13.24032789
49.48264456,13.34227439
49.27033033,13.09910553
49.25280394,13.11230711
49.25136508,13.14235294
49.38029561,13.67833542
49.35604261,13.62234044
49.42547161,13.44636381
49.42439683,13.51841508
49.23546972,13.12402342
49.28013081,13.19903972
49.26606803,13.04667233
49.38170686,13.42212408
49.48264081,13.18916231
49.42623119,13.10764386
49.58196381,13.45855842
49.55156683,13.40221139
49.51379069,13.33573622
49.51726461,13.39338906
49.62327872,13.37788228
49.55532492,13.15566011
49.58666614,13.19892472
49.5637735,13.26567589
49.54453742,13.18687122
49.51200728,13.18639475
49.67827878,13.58881264
49.65350639,13.56895478
49.53386042,13.54271039
49.54752214,13.60998531
49.52774531,13.56207994
49.48100175,13.51728058
49.44156933,13.56612708
49.50568236,13.65147117
49.44181178,13.65722194
49.45091269,13.66625825
49.67623492,13.52609903
50.04883039,13.29177217
50.05845278,13.35604653
50.07364372,13.41250264
49.69759578,13.17376894
49.9705655,13.11493633
49.97368464,13.19055478
49.93418197,13.10622756
49.9358605,13.13831542
49.927003,13.1795825
49.94068106,13.22445075
49.90204758,13.21532406
49.96358986,13.18467514
49.94470419,13.18745744
50.04036539,13.30837681
50.03163153,13.29391275
49.97281694,13.39049714
49.90641525,13.32027175
49.91796281,13.39305331
49.8674165,13.36394658
49.84093781,13.40861222
49.90640392,13.39722433
49.90411039,13.43315522
49.92457878,13.44303158
50.02923483,13.48707036
50.00758161,13.45743006
49.91625717,13.01638069
49.87989283,13.09809439
49.8222495,13.23463294
49.79607417,13.16006169
49.89667792,13.02692528
49.88291267,13.04021
49.86031761,13.04076947
49.843087,13.05883881
49.98881822,13.06739706
50.02297625,13.13758547
49.98848131,13.02922906
49.94413622,13.73392111
49.84824253,12.93902278
49.90147819,13.00935161
49.85003814,13.02458447
49.77969231,13.03006469
49.78145781,13.054063
49.71714339,12.99774036
49.72825922,13.02323486
49.72024456,13.05708889
49.67376308,12.94761783
49.68930808,12.98425442
49.68711633,13.00042311
49.80403294,12.92918667
49.81005742,12.96984847
49.77098992,12.91543453
49.76312828,12.96251658
49.85750769,12.88180617
49.83536481,12.84859922
49.81765456,12.86001842
49.84292367,12.89639431
49.80810692,12.83033728
49.92644458,12.90095756
49.90534511,12.89412569
49.92768872,12.96495264
49.795178,12.85861558
49.78762975,12.85660186
49.77891044,12.85466628
49.60298008,12.67186092
49.64358239,13.02882844
49.72387031,12.61671367
49.71745211,12.60498097
49.7369225,12.62689381
49.76550475,12.42243481
49.74751556,12.43725408
49.73490997,12.45488869
49.73247928,12.43643892
49.75360728,12.47150017
49.73796219,12.49565689
49.70474858,12.49238417
49.73274103,12.52586211
49.77720453,12.47052561
49.78119006,12.52568233
49.76319214,12.50710503
49.80900375,12.50019142
49.79704231,12.52550364
49.86990814,12.53216789
49.86190228,12.56956689
49.65627928,12.80733764
49.72982442,12.83138489
49.69801906,12.82178467
49.90901394,12.62210219
49.906033,12.68548292
49.88311033,12.79539147
49.88976039,12.80497728
49.87110533,12.83391369
49.85700125,12.75537917
49.81096439,12.71564428
49.77422511,12.57677517
49.75042292,12.59448856
49.83961314,12.65777053
49.72144244,12.44930122
49.74341833,12.78092978
49.79801103,12.80374142
49.76592172,12.78895025
49.71580947,12.68488356
49.65100025,12.75551525
49.63355411,12.67193478
49.70734686,12.54066514
49.68806139,12.65175175
49.61840606,12.52843561
49.92542061,12.777436
49.91609469,12.77086194
49.91039439,12.78698219
49.90657483,12.84581
49.92303486,12.87580764
50.80613317,14.56084219
50.83272183,14.20277944
50.82962861,14.19175267
50.79361647,14.20998094
50.85068406,14.20254528
50.82901703,14.13530114
50.83407225,14.15634053
50.83856903,14.17963961
50.81598481,14.15112975
50.81427319,14.16980778
50.81830144,14.10100792
50.79445231,14.09851303
50.79234397,14.13309442
50.77665269,14.10907481
50.74926503,14.08337161
50.74439658,14.21951731
50.76112583,14.22198575
50.68855269,14.22263403
50.67353253,14.221026
50.80455469,14.27785508
50.75863686,14.30918625
50.71033119,14.32297025
50.865316,14.23633678
50.81551969,14.30564431
50.82475669,14.33070167
50.82804519,14.37459381
50.83319953,14.40042639
50.85129828,14.44575872
51.01879203,14.5207005
50.98273239,14.52769219
50.9796475,14.46219875
50.98690728,14.47498736
50.96823106,14.32659328
50.96368089,14.32844561
50.90433158,14.48429253
50.92498975,14.64733067
50.89016897,14.49257969
50.86095253,14.56556667
50.83580328,14.5208305
50.84303389,14.55990531
50.83602847,14.55382256
50.86804958,14.59649533
50.80465747,14.51984575
50.83812889,14.44731906
50.83845883,14.48452711
50.82954044,14.50710886
51.03384897,14.29195447
51.03275586,14.37183308
51.0421395,14.35693292
51.02460767,14.34429708
51.01146772,14.33365522
50.41432256,12.96370444
50.40220122,12.97393789
50.40395153,12.983999
50.43080125,13.03922606
50.41011353,13.03275572
50.39330819,13.03163394
50.47392283,13.17975889
50.48460136,13.21017431
50.47088392,13.22836881
50.49982864,13.05560011
50.49004664,13.06504075
50.48231956,13.06998475
50.46989536,13.05059094
50.44932197,13.045328
50.49657033,13.11082186
50.48592286,13.09461533
50.45850472,13.10630789
50.42530486,13.06207556
50.44144706,13.10428508
50.42883717,13.13081944
50.42280567,13.13325625
50.42176597,13.14880058
50.51244325,13.27868461
50.49475256,13.30328511
50.49841611,13.34943344
50.44962503,13.24259783
50.44602369,13.25661275
50.44260294,13.27159442
50.45843381,13.31795367
50.45147392,13.31543683
50.45639325,13.33197783
